signal_date,ticker,adj_close_t,market_cap,book_equity,ttm_net_income,pb,ep,size_signal,pb_signal,ep_signal,rank_size,rank_pb,rank_ep,ff3_score,side,execution_date,adj_close_e,weight
2018-01-31,AAPL,8.787497058741033,841365404880.0,134047000000.0,48351000000.0,6.27664479533298,0.05746730222036652,-841365404880.0,-6.27664479533298,0.05746730222036652,4.0,1.0,1.0,6.0,long,2018-02-01,8.806390387343201,0.5
2018-01-31,NVDA,6.076589584350586,149076000000.0,6352000000.0,2582000000.0,23.4691435768262,0.01732002468539537,-149076000000.0,-23.4691435768262,0.01732002468539537,2.0,4.0,3.0,9.0,short,2018-02-01,5.945563316345215,-0.5
2018-02-28,AAPL,9.498619075607392,895031091240.0,140199000000.0,50525000000.0,6.3840048162968355,0.05645055294112891,-895031091240.0,-6.3840048162968355,0.05645055294112891,5.0,1.0,1.0,7.0,long,2018-03-01,9.332238593259,0.5
2018-02-28,NVDA,5.986363410949707,146652000000.0,6352000000.0,2582000000.0,23.087531486146094,0.01760630608515397,-146652000000.0,-23.087531486146094,0.01760630608515397,3.0,5.0,2.0,10.0,short,2018-03-01,5.744189262390137,-0.5
2018-03-29,AAPL,8.948283633993485,843174360600.0,140199000000.0,50525000000.0,6.014125354674427,0.05992236287171562,-843174360600.0,-6.014125354674427,0.05992236287171562,5.0,1.0,1.0,7.0,long,2018-04-02,8.888557306996628,0.5
2018-03-29,NVDA,5.728850841522217,140349600000.0,7471000000.0,3047000000.0,18.785918886360594,0.021710072561660312,-140349600000.0,-18.785918886360594,0.021710072561660312,3.0,5.0,2.0,10.0,short,2018-04-02,5.468123435974121,-0.5
2018-04-30,AAPL,8.813899398250552,806924561760.0,140199000000.0,50525000000.0,5.755565744120857,0.06261427944366803,-806924561760.0,-5.755565744120857,0.06261427944366803,5.0,1.0,1.0,7.0,long,2018-05-01,9.018675376525492,0.5
2018-04-30,NVDA,5.563361167907715,136453600000.0,7471000000.0,3047000000.0,18.264435818498193,0.022329934864305522,-136453600000.0,-18.264435818498193,0.022329934864305522,3.0,5.0,2.0,10.0,short,2018-05-01,5.618772029876709,-0.5
2018-05-31,AAPL,10.120059247871358,912379368960.0,126878000000.0,53318000000.0,7.190997406642602,0.05843841039585972,-912379368960.0,-7.190997406642602,0.05843841039585972,5.0,1.0,1.0,7.0,long,2018-06-01,10.30201236791014,0.5
2018-05-31,NVDA,6.242291450500488,152964000000.0,7717000000.0,3784000000.0,19.821692367500322,0.024737846813629352,-152964000000.0,-19.821692367500322,0.024737846813629352,3.0,5.0,2.0,10.0,short,2018-06-01,6.376698017120361,-0.5
2018-06-29,AAPL,10.024750470708184,903786755040.0,126878000000.0,53318000000.0,7.1232739721622345,0.058994004617427966,-903786755040.0,-7.1232739721622345,0.058994004617427966,5.0,1.0,1.0,7.0,long,2018-07-02,10.13738811644648,0.5
2018-06-29,AMD,14.989999999999878,14570280000.0,715000000.0,161000000.0,20.378013986013986,0.011049890599219781,-14570280000.0,-20.378013986013986,0.011049890599219781,1.0,5.0,5.0,11.0,short,2018-07-02,15.159999999999876,-0.5
2018-07-31,AAPL,10.304178476482027,854511707360.0,126878000000.0,53318000000.0,6.734908395151248,0.06239586835471815,-854511707360.0,-6.734908395151248,0.06239586835471815,5.0,1.0,1.0,7.0,long,2018-08-01,10.912854985183197,0.5
2018-07-31,AMD,18.32999999999985,18091710000.0,715000000.0,161000000.0,25.30309090909091,0.008899103512050546,-18091710000.0,-25.30309090909091,0.008899103512050546,1.0,5.0,5.0,11.0,short,2018-08-01,18.479999999999844,-0.5
2018-08-31,AAPL,12.500780830089342,1022288443679.0,114949000000.0,56120000000.0,8.89340876109405,0.05489644370627529,-1022288443679.0,-8.89340876109405,0.05489644370627529,5.0,1.0,1.0,7.0,long,2018-09-04,12.540319409414876,0.5
2018-08-31,AMD,25.169999999999806,24842790000.0,879000000.0,319000000.0,28.262559726962458,0.012840747758202683,-24842790000.0,-28.262559726962458,0.012840747758202683,1.0,5.0,5.0,11.0,short,2018-09-04,28.05999999999978,-0.5
2018-09-28,AAPL,12.397541206294893,1013845717120.0,114949000000.0,56120000000.0,8.81996117512984,0.055353589853314504,-1013845717120.0,-8.81996117512984,0.055353589853314504,5.0,1.0,1.0,7.0,long,2018-10-01,12.481011540426572,0.5
2018-09-28,AMD,30.88999999999977,30488430000.0,879000000.0,319000000.0,34.685358361774746,0.010462985466945986,-30488430000.0,-34.685358361774746,0.010462985466945986,1.0,5.0,5.0,11.0,short,2018-10-01,31.419999999999767,-0.5
2018-10-31,AAPL,12.019728114962025,1036576281600.0,114949000000.0,56120000000.0,9.017705953074842,0.0541397685787064,-1036576281600.0,-9.017705953074842,0.0541397685787064,5.0,1.0,1.0,7.0,long,2018-11-01,12.204241485147849,0.5
2018-10-31,AMD,18.209999999999877,18246420000.0,879000000.0,319000000.0,20.75815699658703,0.017482881573481265,-18246420000.0,-20.75815699658703,0.017482881573481265,1.0,5.0,5.0,11.0,short,2018-11-01,20.219999999999857,-0.5
2018-11-30,AAPL,9.945133176630293,845817452000.0,107147000000.0,59531000000.0,7.893990984348605,0.07038279933717896,-845817452000.0,-7.893990984348605,0.07038279933717896,4.0,1.0,1.0,6.0,long,2018-12-03,10.292600315612225,0.5
2018-11-30,AMD,21.299999999999866,21342600000.0,1125000000.0,360000000.0,18.9712,0.016867673104495235,-21342600000.0,-18.9712,0.016867673104495235,1.0,5.0,5.0,11.0,short,2018-12-03,23.709999999999845,-0.5
2018-12-31,AAPL,8.784682026568834,737381440960.0,107147000000.0,59531000000.0,6.881960679813714,0.08073297847379551,-737381440960.0,-6.881960679813714,0.08073297847379551,4.0,1.0,1.0,6.0,long,2019-01-02,8.793591440388884,0.5
2018-12-31,MSFT,94.8172378540039,779245040000.0,85967000000.0,18819000000.0,9.064467062942757,0.024150298088519113,-779245040000.0,-9.064467062942757,0.024150298088519113,5.0,3.0,3.0,11.0,short,2019-01-02,94.39714813232422,-0.5
2019-01-31,AAPL,9.26801772630652,777952377240.0,117892000000.0,59431000000.0,6.598856387541139,0.07639413637483546,-777952377240.0,-6.598856387541139,0.07639413637483546,4.0,1.0,1.0,6.0,long,2019-02-01,9.272472433216546,0.5
2019-01-31,AMD,24.409999999999837,25484040000.0,1125000000.0,360000000.0,22.65248,0.014126488578733984,-25484040000.0,-22.65248,0.014126488578733984,1.0,5.0,5.0,11.0,short,2019-02-01,24.509999999999835,-0.5
2019-02-28,AAPL,9.807443519141234,809362134360.0,117892000000.0,59431000000.0,6.865284619482238,0.07342942976569423,-809362134360.0,-6.865284619482238,0.07342942976569423,4.0,1.0,1.0,6.0,long,2019-03-01,9.909391996471186,0.5
2019-02-28,AMD,23.529999999999838,24565320000.0,1266000000.0,337000000.0,19.40388625592417,0.01371852676863155,-24565320000.0,-19.40388625592417,0.01371852676863155,1.0,5.0,5.0,11.0,short,2019-03-01,23.679999999999836,-0.5
2019-03-29,AAPL,10.758962640887432,887886527160.0,117892000000.0,59431000000.0,7.5313551993349845,0.06693535511806492,-887886527160.0,-7.5313551993349845,0.06693535511806492,4.0,1.0,1.0,6.0,long,2019-04-01,10.83145933587762,0.5
2019-03-29,AMD,25.51999999999981,26642880000.0,1266000000.0,337000000.0,21.044928909952606,0.01264878271418105,-26642880000.0,-21.044928909952606,0.01264878271418105,1.0,5.0,5.0,11.0,short,2019-04-01,26.359999999999804,-0.5
2019-04-30,AAPL,11.366122461430242,917234630440.0,117892000000.0,59431000000.0,7.780295782919961,0.0647936722270187,-917234630440.0,-7.780295782919961,0.0647936722270187,4.0,1.0,1.0,6.0,long,2019-05-01,11.923440804167305,0.5
2019-04-30,AMD,27.6299999999998,29950920000.0,1266000000.0,337000000.0,23.657914691943127,0.011251741181906933,-29950920000.0,-23.657914691943127,0.011251741181906933,1.0,5.0,5.0,11.0,short,2019-05-01,26.809999999999807,-0.5
2019-05-31,AAPL,10.0710661517371,800226425640.0,105860000000.0,57170000000.0,7.559289870017004,0.07144227954516366,-800226425640.0,-7.559289870017004,0.07144227954516366,4.0,1.0,1.0,6.0,long,2019-06-03,9.96982628180874,0.5
2019-05-31,MSFT,116.37956237792969,946770400000.0,94864000000.0,34926000000.0,9.980291786135941,0.03688961970082715,-946770400000.0,-9.980291786135941,0.03688961970082715,5.0,3.0,3.0,11.0,short,2019-06-03,112.7662124633789,-0.5
2019-06-28,AAPL,11.384883554671047,904619683360.0,105860000000.0,57170000000.0,8.54543437899112,0.06319782893475774,-904619683360.0,-8.54543437899112,0.06319782893475774,4.0,1.0,1.0,6.0,long,2019-07-01,11.594266012931977,0.5
2019-06-28,AMD,30.369999999999774,32921080000.0,1788000000.0,272000000.0,18.412237136465325,0.0082621833791601,-32921080000.0,-18.412237136465325,0.0082621833791601,1.0,5.0,5.0,11.0,short,2019-07-01,31.199999999999765,-0.5
2019-07-31,AAPL,12.254626073601056,983783355360.0,105860000000.0,57170000000.0,9.293249153221236,0.05811238794447741,-983783355360.0,-9.293249153221236,0.05811238794447741,4.0,1.0,1.0,6.0,long,2019-08-01,11.99002186810648,0.5
2019-07-31,AMD,30.44999999999976,33403650000.0,1788000000.0,272000000.0,18.68213087248322,0.008142822715481692,-33403650000.0,-18.68213087248322,0.008142822715481692,1.0,5.0,5.0,11.0,short,2019-08-01,29.85999999999977,-0.5
2019-08-30,NVDA,4.165827751159668,102236000000.0,10336000000.0,2742000000.0,9.89125386996904,0.0268202981337298,-102236000000.0,-9.89125386996904,0.0268202981337298,2.0,1.0,3.0,6.0,long,2019-09-03,4.082764148712158,0.5
2019-08-30,AMD,31.44999999999977,34500650000.0,1901000000.0,191000000.0,18.1486849026828,0.005536127580205011,-34500650000.0,-18.1486849026828,0.005536127580205011,1.0,5.0,5.0,11.0,short,2019-09-03,30.89999999999977,-0.5
2019-09-30,AAPL,13.08018112112524,988792358400.0,96456000000.0,55695000000.0,10.2512270714108,0.056326284812841854,-988792358400.0,-10.2512270714108,0.056326284812841854,4.0,1.0,1.0,6.0,long,2019-10-01,13.117559741939314,0.5
2019-09-30,AMD,28.98999999999979,33048600000.0,1901000000.0,191000000.0,17.38485007890584,0.005779367355954564,-33048600000.0,-17.38485007890584,0.005779367355954564,1.0,5.0,5.0,11.0,short,2019-10-01,28.7599999999998,-0.5
2019-10-31,MSFT,135.35655212402344,1092622770000.0,106061000000.0,41094000000.0,10.30183356747532,0.03761041882735063,-1092622770000.0,-10.30183356747532,0.03761041882735063,4.0,1.0,2.0,7.0,long,2019-11-01,135.68704223632812,0.5
2019-10-31,AMD,33.92999999999975,38680200000.0,2176000000.0,209000000.0,17.775827205882354,0.005403281265350231,-38680200000.0,-17.775827205882354,0.005403281265350231,1.0,5.0,5.0,11.0,short,2019-11-01,34.889999999999745,-0.5
2019-11-29,MSFT,143.4051971435547,1153666980000.0,106061000000.0,41094000000.0,10.877391123975825,0.035620331267520546,-1153666980000.0,-10.877391123975825,0.035620331267520546,4.0,1.0,2.0,7.0,long,2019-12-02,141.67156982421875,0.5
2019-11-29,AMD,39.14999999999973,44631000000.0,2176000000.0,209000000.0,20.510569852941178,0.004682843763303533,-44631000000.0,-20.510569852941178,0.004682843763303533,1.0,5.0,5.0,11.0,short,2019-12-02,38.72999999999973,-0.5
2019-12-31,MSFT,149.3922119140625,1198835400000.0,106061000000.0,41094000000.0,11.30326321645091,0.03427826705817996,-1198835400000.0,-11.30326321645091,0.03427826705817996,4.0,1.0,2.0,7.0,long,2020-01-02,152.15838623046875,0.5
2019-12-31,AMD,45.85999999999967,53656200000.0,2176000000.0,209000000.0,24.65818014705882,0.003895169616931501,-53656200000.0,-24.65818014705882,0.003895169616931501,1.0,5.0,5.0,11.0,short,2020-01-02,49.099999999999646,-0.5
2020-01-31,MSFT,161.26206970214844,1294088460000.0,110109000000.0,44323000000.0,11.75279459444732,0.03425036337933189,-1294088460000.0,-11.75279459444732,0.03425036337933189,4.0,1.0,2.0,7.0,long,2020-02-03,165.19351196289062,0.5
2020-01-31,AMD,46.99999999999967,54990000000.0,2176000000.0,209000000.0,25.27113970588235,0.003800691034733588,-54990000000.0,-25.27113970588235,0.003800691034733588,1.0,5.0,5.0,11.0,short,2020-02-03,48.01999999999966,-0.5
2020-02-28,AAPL,16.310350843080446,1191877209360.0,89531000000.0,57527000000.0,13.312452774569703,0.04826587801850005,-1191877209360.0,-13.312452774569703,0.04826587801850005,4.0,2.0,1.0,7.0,long,2020-03-02,17.828258823209094,0.5
2020-02-28,AMD,45.47999999999967,53211600000.0,2827000000.0,341000000.0,18.822638839759463,0.006408377120778176,-53211600000.0,-18.822638839759463,0.006408377120778176,1.0,5.0,5.0,11.0,short,2020-03-02,47.45999999999966,-0.5
2020-03-31,AAPL,15.171919857983973,1096601062440.0,89531000000.0,57527000000.0,12.248283415129954,0.05245936920031715,-1096601062440.0,-12.248283415129954,0.05245936920031715,4.0,2.0,1.0,7.0,long,2020-04-01,14.37477950363968,0.5
2020-03-31,AMD,45.47999999999968,53393520000.0,2827000000.0,341000000.0,18.886989741775736,0.006386542786465474,-53393520000.0,-18.886989741775736,0.006386542786465474,1.0,5.0,5.0,11.0,short,2020-04-01,43.6599999999997,-0.5
2020-04-30,AAPL,17.529927852271864,1267033947400.0,89531000000.0,57527000000.0,14.151902105416001,0.045402887679566524,-1267033947400.0,-14.151902105416001,0.045402887679566524,4.0,2.0,1.0,7.0,long,2020-05-01,17.248303415707113,0.5
2020-04-30,AMD,52.38999999999964,61505860000.0,3037000000.0,487000000.0,20.252176489957193,0.007917944729168895,-61505860000.0,-20.252176489957193,0.007917944729168895,1.0,5.0,5.0,11.0,short,2020-05-01,49.87999999999966,-0.5
2020-05-29,AAPL,19.172115751140325,1371225711080.0,78425000000.0,57215000000.0,17.484548435830412,0.04172544281928357,-1371225711080.0,-17.484548435830412,0.04172544281928357,4.0,3.0,1.0,8.0,long,2020-06-01,19.406069107268216,0.5
2020-05-29,AMD,53.79999999999963,63161200000.0,3037000000.0,487000000.0,20.79723411261113,0.007710429820839376,-63161200000.0,-20.79723411261113,0.007710429820839376,1.0,5.0,5.0,11.0,short,2020-06-01,53.62999999999964,-0.5
2020-06-30,MSFT,193.85389709472656,1539756660000.0,114501000000.0,46266000000.0,13.447538973458746,0.03004760505468442,-1539756660000.0,-13.447538973458746,0.03004760505468442,4.0,1.0,2.0,7.0,long,2020-07-01,194.9874267578125,0.5
2020-06-30,AMD,52.60999999999964,62290240000.0,3037000000.0,487000000.0,20.510451103062234,0.007818239261881155,-62290240000.0,-20.510451103062234,0.007818239261881155,1.0,5.0,5.0,11.0,short,2020-07-01,52.57999999999964,-0.5
