signal_date,ticker,adj_close_t,market_cap,book_equity,ttm_net_income,pb,ep,size_signal,pb_signal,ep_signal,rank_size,rank_pb,rank_ep,ff3_score,side,execution_date,adj_close_e
2018-01-31,FNCB,6.240603101736492,133604305.0,97482000.0,7785000.0,1.3705535893806036,0.0582690804761119,-133604305.0,-1.3705535893806036,0.0582690804761119,38.0,74.0,104.0,216.0,long,2018-02-01,5.87258761142079
2018-01-31,CVV,10.12000000000008,65448590.0,38689721.0,4446415.0,1.6916273446376107,0.06793752164867112,-65448590.0,-1.6916273446376107,0.06793752164867112,21.0,122.0,74.0,217.0,long,2018-02-01,10.08000000000008
2018-01-31,FSK,50.392103843960776,1867420228.0,2316693000.0,219095000.0,0.8060715114173522,0.11732495809721945,-1867420228.0,-0.8060715114173522,0.11732495809721945,181.0,20.0,22.0,223.0,long,2018-02-01,51.05515784190764
2018-01-31,APT,3.799999999999971,54028092.0,32346000.0,3302000.0,1.6703175663142273,0.06111635406262357,-54028092.0,-1.6703175663142273,0.06111635406262357,17.0,116.0,92.0,225.0,long,2018-02-01,3.781699999999971
2018-01-31,CHMG,35.89576871845411,215398740.0,154277000.0,12543000.0,1.3961818028610875,0.05823153840175667,-215398740.0,-1.3961818028610875,0.05823153840175667,51.0,77.0,105.0,233.0,long,2018-02-01,36.40202200461094
2018-01-31,IMKTA,30.366382029998668,680728473.0,511052003.0,53873582.0,1.3320140983773818,0.07914107333071699,-680728473.0,-1.3320140983773818,0.07914107333071699,115.0,64.0,56.0,235.0,long,2018-02-01,30.411570098495687
2018-01-31,LCTX,2.5459320545196533,369188790.0,198286000.0,46882000.0,1.8619004367428866,0.12698652090709472,-369188790.0,-1.8619004367428866,0.12698652090709472,74.0,142.0,20.0,236.0,long,2018-02-01,2.6684160232543945
2018-01-31,CRWS,3.952076601281028,71610600.0,38891000.0,4713000.0,1.8413154714458357,0.06581427889167246,-71610600.0,-1.8413154714458357,0.06581427889167246,23.0,137.0,81.0,241.0,long,2018-02-01,4.007739652003296
2018-01-31,KELYB,24.195703506469727,1092766000.0,1127000000.0,75500000.0,0.9696237799467613,0.06909072939677845,-1092766000.0,-0.9696237799467613,0.06909072939677845,141.0,31.0,72.0,244.0,long,2018-02-01,24.195703506469727
2018-01-31,ULBI,6.800000190734863,106787200.0,74704000.0,5592000.0,1.4294709787963162,0.052365826615924004,-106787200.0,-1.4294709787963162,0.052365826615924004,32.0,82.0,133.0,247.0,long,2018-02-01,6.900000095367432
2018-01-31,CNNE,16.572457802247325,1229146000.0,974100000.0,107200000.0,1.2618273277897547,0.08721502571704257,-1229146000.0,-1.2618273277897547,0.08721502571704257,154.0,57.0,41.0,252.0,long,2018-02-01,16.72476068842536
2018-01-31,GBDC,8.495148524694242,1121749609.0,957946000.0,82288000.0,1.1709946166067815,0.07335683412749913,-1121749609.0,-1.1709946166067815,0.07335683412749913,143.0,47.0,65.0,255.0,long,2018-02-01,8.551252972848522
2018-01-31,TSBK,21.285961151123047,204454743.0,111000000.0,14167000.0,1.8419346216216217,0.06929161824335862,-204454743.0,-1.8419346216216217,0.06929161824335862,48.0,138.0,70.0,256.0,long,2018-02-01,21.50720977783203
2018-01-31,ESSA,12.861685037146705,173821283.0,182727000.0,7339000.0,0.9512621725306057,0.0422215270382051,-173821283.0,-0.9512621725306057,0.0422215270382051,43.0,28.0,195.0,266.0,long,2018-02-01,12.90961678262675
2018-01-31,BWFG,27.476690840851656,256405554.0,158317000.0,15057000.0,1.6195705704377925,0.05872337695149926,-256405554.0,-1.6195705704377925,0.05872337695149926,60.0,110.0,102.0,272.0,long,2018-02-01,28.25821348452858
2018-01-31,OCLR,5.940000057220459,1007435880.0,566151000.0,139467000.0,1.7794473205911496,0.1384375946586298,-1007435880.0,-1.7794473205911496,0.1384375946586298,134.0,131.0,17.0,282.0,long,2018-02-01,6.210000038146973
2018-01-31,MTH,22.392314910888672,1921560480.0,1539108000.0,159509000.0,1.2484896966294763,0.08301013767726946,-1921560480.0,-1.2484896966294763,0.08301013767726946,183.0,56.0,44.0,283.0,long,2018-02-01,23.69007682800293
2018-01-31,BHB,20.854902016780454,433007440.0,353459000.0,21968000.0,1.2250570504641274,0.05073353935904658,-433007440.0,-1.2250570504641274,0.05073353935904658,88.0,53.0,144.0,285.0,long,2018-02-01,20.78049994037381
2018-01-31,GBX,39.557701434276645,1472153250.0,1032557000.0,117358000.0,1.4257355768252988,0.07971860266585697,-1472153250.0,-1.4257355768252988,0.07971860266585697,166.0,81.0,52.0,299.0,long,2018-02-01,39.67601958412991
2018-01-31,ACNB,23.42151329802064,212524188.0,153256000.0,9843000.0,1.386726705642846,0.046314728185198384,-212524188.0,-1.386726705642846,0.046314728185198384,50.0,76.0,174.0,300.0,long,2018-02-01,23.46022654314133
2018-01-31,FBP,4.850543683150114,1287876000.0,1853751000.0,66645000.0,0.6947405557704351,0.05174799437212899,-1287876000.0,-0.6947405557704351,0.05174799437212899,158.0,12.0,136.0,306.0,long,2018-02-01,4.9394703173412005
2018-01-31,WNEB,8.637845039367676,319910340.0,252555000.0,14527000.0,1.266695729643048,0.045409598201796166,-319910340.0,-1.266695729643048,0.045409598201796166,68.0,59.0,179.0,306.0,long,2018-02-01,8.558232307434082
2018-01-31,GPRE,16.774135589466418,702870000.0,897911000.0,33113000.0,0.7827835943651431,0.0471111300809538,-702870000.0,-0.7827835943651431,0.0471111300809538,119.0,19.0,170.0,308.0,long,2018-02-01,16.3907267759929
2018-01-31,HURC,40.06862717395035,302775900.0,203085000.0,15115000.0,1.4908826353497304,0.049921410521775345,-302775900.0,-1.4908826353497304,0.049921410521775345,63.0,91.0,155.0,309.0,long,2018-02-01,40.51235504963086
2018-01-31,FFIC,18.83186693747445,815907840.0,539609000.0,49450000.0,1.5120352699825244,0.06060733525982542,-815907840.0,-1.5120352699825244,0.06060733525982542,123.0,93.0,96.0,312.0,long,2018-02-01,19.166239574858587
2018-01-31,FMNB,10.759063387262035,402651326.0,238063000.0,22839000.0,1.691364579964127,0.056721531819815735,-402651326.0,-1.691364579964127,0.056721531819815735,83.0,121.0,110.0,314.0,long,2018-02-01,11.0169861396964
2018-01-31,MPAA,27.219999313354492,516561969.0,274096000.0,34849000.0,1.8846023619461794,0.06746334823576608,-516561969.0,-1.8846023619461794,0.06746334823576608,98.0,143.0,75.0,316.0,long,2018-02-01,26.559999465942383
2018-01-31,GPI,73.18594115144458,1592378100.0,1011147000.0,133781000.0,1.574823541977576,0.08401333828944269,-1592378100.0,-1.574823541977576,0.08401333828944269,171.0,103.0,43.0,317.0,long,2018-02-01,71.91719825831565
2018-01-31,MVBF,16.287443161010742,202988794.0,148977000.0,8459000.0,1.362551226028179,0.041672251129291404,-202988794.0,-1.362551226028179,0.041672251129291404,47.0,71.0,200.0,318.0,long,2018-02-01,16.287443161010742
2018-01-31,EBTC,27.77628787782391,390139093.0,231887000.0,21626000.0,1.6824534924338148,0.05543151247342445,-390139093.0,-1.6824534924338148,0.05543151247342445,81.0,120.0,121.0,322.0,long,2018-02-01,28.15712520789244
2018-01-31,AVT,35.06544483910952,5080746182.0,5248544000.0,458244000.0,0.9680296444118598,0.09019226381027667,-5080746182.0,-0.9680296444118598,0.09019226381027667,257.0,30.0,38.0,325.0,long,2018-02-01,35.0159406816896
2018-01-31,IEP,15.910156922610629,10205100000.0,11198000000.0,1888000000.0,0.9113323807822825,0.18500553644746254,-10205100000.0,-0.9113323807822825,0.18500553644746254,293.0,23.0,11.0,327.0,long,2018-02-01,15.937284214891292
2018-01-31,AMRC,8.699999999999934,394745099.0,311992000.0,16949000.0,1.2652410927203261,0.0429365685424254,-394745099.0,-1.2652410927203261,0.0429365685424254,82.0,58.0,192.0,332.0,long,2018-02-01,8.749999999999934
2018-01-31,NPK,66.35420227050781,711448350.0,349417000.0,56974000.0,2.0361011341749258,0.08008170937496728,-711448350.0,-2.0361011341749258,0.08008170937496728,120.0,164.0,50.0,334.0,long,2018-02-01,65.76670837402344
2018-01-31,JRVR,32.111515045166016,1131044160.0,720969000.0,69014000.0,1.5687833457471818,0.06101795353419269,-1131044160.0,-1.5687833457471818,0.06101795353419269,146.0,100.0,93.0,339.0,long,2018-02-01,31.984764099121094
2018-01-31,MCHB,24.645389556884766,793013814.0,671469000.0,36325000.0,1.1810132917528582,0.04580626384901789,-793013814.0,-1.1810132917528582,0.04580626384901789,122.0,50.0,177.0,349.0,long,2018-02-01,25.27303123474121
2018-01-31,PLPC,68.06239318847656,372697560.0,244652000.0,17053000.0,1.5233783496558377,0.04575559872192348,-372697560.0,-1.5233783496558377,0.04575559872192348,77.0,94.0,178.0,349.0,long,2018-02-01,64.6896743774414
2018-01-31,TRN,18.738767623901367,3656994000.0,3987900000.0,226300000.0,0.9170224930414503,0.06188142501737766,-3656994000.0,-0.9170224930414503,0.06188142501737766,235.0,25.0,90.0,350.0,long,2018-02-01,18.64091682434082
2018-01-31,HOPE,13.028586511120864,2580276143.0,1934431000.0,162091000.0,1.3338682759943363,0.06281924531207046,-2580276143.0,-1.3338682759943363,0.06281924531207046,199.0,65.0,88.0,352.0,long,2018-02-01,12.864360630728587
2018-01-31,IBN,10.557215856541664,37021068360.0,1100830000000.0,60481345000.0,0.03363014122071528,1.6337006920456145,-37021068360.0,-0.03363014122071528,1.6337006920456145,348.0,2.0,2.0,352.0,long,2018-02-01,10.364916842761303
2018-01-31,PRG,33.167789459228516,2866593450.0,1728004000.0,292536000.0,1.6589044064712812,0.10205004828989615,-2866593450.0,-1.6589044064712812,0.10205004828989615,210.0,114.0,28.0,352.0,long,2018-02-01,32.99744415283203
2018-01-31,CFBK,73.28802640261193,59740116.0,40550000.0,2029000.0,1.4732457706535143,0.033963777371975645,-59740116.0,-1.4732457706535143,0.033963777371975645,18.0,88.0,248.0,354.0,long,2018-02-01,74.17289603957528
2018-01-31,CWAY,21.649999999999967,87099725.0,71345000.0,2592000.0,1.2208245146821781,0.029758991776380465,-87099725.0,-1.2208245146821781,0.029758991776380465,28.0,52.0,276.0,356.0,long,2018-02-01,21.649999999999967
2018-01-31,EML,23.05623995364813,167550042.0,87619378.0,7863373.0,1.912248703705703,0.04693148928008028,-167550042.0,-1.912248703705703,0.04693148928008028,41.0,148.0,171.0,360.0,long,2018-02-01,22.97004840241954
2018-01-31,MTEX,10.621807098388672,38148000.0,41678000.0,798000.0,0.91530303757378,0.020918527838943064,-38148000.0,-0.91530303757378,0.020918527838943064,12.0,24.0,327.0,363.0,long,2018-02-01,10.621807098388672
2018-01-31,BGSF,8.327692982991913,139129316.0,42109032.0,9027153.0,3.30402551167645,0.06488318392940277,-139129316.0,-3.30402551167645,0.06488318392940277,39.0,244.0,83.0,366.0,long,2018-02-01,8.437819905311075
2018-01-31,KBH,28.329980850219727,2738972668.0,1926311000.0,180595000.0,1.4218745924204348,0.0659353056384716,-2738972668.0,-1.4218745924204348,0.0659353056384716,206.0,80.0,80.0,366.0,long,2018-02-01,28.42885398864746
2018-01-31,BSET,23.027465318796786,362805894.0,191460000.0,18256000.0,1.8949435600125353,0.050318917917028104,-362805894.0,-1.8949435600125353,0.050318917917028104,73.0,145.0,149.0,367.0,long,2018-02-01,23.027465318796786
2018-01-31,NSYS,3.7300000190734863,10147871.0,22333603.0,110406.0,0.4543767971518075,0.010879720485213105,-10147871.0,-0.4543767971518075,0.010879720485213105,2.0,6.0,360.0,368.0,long,2018-02-01,3.6600000858306885
2018-01-31,NGVC,6.112361907958984,192244339.0,133883000.0,6891000.0,1.4359129911938036,0.03584500867929328,-192244339.0,-1.4359129911938036,0.03584500867929328,45.0,83.0,241.0,369.0,long,2018-02-01,6.417979717254639
2018-01-31,XOM,60.144325256347656,372771000000.0,182276000000.0,13010000000.0,2.045090960960302,0.03490078359099823,-372771000000.0,-2.045090960960302,0.03490078359099823,385.0,165.0,245.0,795.0,short,2018-02-01,61.36374282836914
2018-01-31,MZTI,109.80650329589844,3518802000.0,621009000.0,118264000.0,5.666265706294111,0.033609165846785354,-3518802000.0,-5.666265706294111,0.033609165846785354,229.0,318.0,249.0,796.0,short,2018-02-01,109.76377868652344
2018-01-31,KWR,142.00648498535156,2038409501.0,440176000.0,47474000.0,4.6308965073061685,0.02328972661121834,-2038409501.0,-4.6308965073061685,0.02328972661121834,187.0,295.0,316.0,798.0,short,2018-02-01,139.26597595214844
2018-01-31,TDY,190.9199981689453,6823351547.0,1853400000.0,212600000.0,3.6815320745656632,0.03115770872064669,-6823351547.0,-3.6815320745656632,0.03115770872064669,272.0,263.0,267.0,802.0,short,2018-02-01,192.0
2018-01-31,KMT,38.970558166503906,3989862540.0,1061980000.0,109978000.0,3.757003465225334,0.02756435814452896,-3989862540.0,-3.757003465225334,0.02756435814452896,242.0,269.0,293.0,804.0,short,2018-02-01,39.3140983581543
2018-01-31,CVGW,75.19841943341198,1520847000.0,244122000.0,37270000.0,6.229864575908767,0.024506081150832398,-1520847000.0,-6.229864575908767,0.024506081150832398,168.0,328.0,309.0,805.0,short,2018-02-01,75.111984468546
2018-01-31,TCMD,31.530000686645508,567435068.0,68473000.0,6004000.0,8.286990025265434,0.010580946329527875,-567435068.0,-8.286990025265434,0.010580946329527875,102.0,348.0,361.0,811.0,short,2018-02-01,31.549999237060547
2018-01-31,BERY,47.62164303466756,7771647000.0,1015000000.0,340000000.0,7.656795073891626,0.04374877037003868,-7771647000.0,-7.656795073891626,0.04374877037003868,280.0,345.0,188.0,813.0,short,2018-02-01,47.42007921615497
2018-01-31,NYT,21.69950294494629,3815185500.0,918678000.0,98253000.0,4.152908309549156,0.025753138346746182,-3815185500.0,-4.152908309549156,0.025753138346746182,238.0,284.0,298.0,820.0,short,2018-02-01,22.212820053100586
2018-01-31,MKL,1147.68994140625,15989617080.0,8908885000.0,93114000.0,1.7947944192791803,0.0058234039961137084,-15989617080.0,-1.7947944192791803,0.0058234039961137084,314.0,132.0,375.0,821.0,short,2018-02-01,1148.510009765625
2018-01-31,BLK,459.8990369400881,90954075050.0,30042000000.0,3508000000.0,3.0275639121896014,0.038568915115365136,-90954075050.0,-3.0275639121896014,0.038568915115365136,369.0,235.0,222.0,826.0,short,2018-02-01,462.6741486083454
2018-01-31,DRI,76.45757207826959,11847060000.0,1976100000.0,493100000.0,5.995172309093669,0.041622140851823156,-11847060000.0,-5.995172309093669,0.041622140851823156,303.0,322.0,201.0,826.0,short,2018-02-01,77.7817199097764
2018-01-31,ON,24.739999771118164,10536766000.0,2212400000.0,391700000.0,4.762595371542217,0.03717459417813777,-10536766000.0,-4.762595371542217,0.03717459417813777,294.0,299.0,233.0,826.0,short,2018-02-01,24.31999969482422
2018-01-31,OLLI,55.54999923706055,3432212300.0,721832000.0,81960000.0,4.754863042924115,0.02387964171097458,-3432212300.0,-4.754863042924115,0.02387964171097458,226.0,298.0,312.0,836.0,short,2018-02-01,55.25
2018-01-31,NSP,49.32148361206055,2521764603.0,101940000.0,78368000.0,24.737733990582697,0.031076651606089658,-2521764603.0,-24.737733990582697,0.031076651606089658,197.0,378.0,268.0,843.0,short,2018-02-01,49.03963851928711
2018-01-31,COO,15.231493084549305,12013788000.0,3175700000.0,372900000.0,3.783036180999465,0.031039335803162166,-12013788000.0,-3.783036180999465,0.031039335803162166,305.0,270.0,269.0,844.0,short,2018-02-01,15.16426236470578
2018-01-31,LSTR,95.50447845458984,4668319900.0,650355000.0,151910000.0,7.17811026285644,0.032540614879455886,-4668319900.0,-7.17811026285644,0.032540614879455886,252.0,338.0,258.0,848.0,short,2018-02-01,99.28850555419922
2018-01-31,CME,116.6301855969954,52076531400.0,20863900000.0,1497600000.0,2.4960113593335858,0.028757675669620345,-52076531400.0,-2.4960113593335858,0.028757675669620345,363.0,202.0,284.0,849.0,short,2018-02-01,120.75646855107205
2018-01-31,NTAP,49.86335372924805,16297500000.0,2777000000.0,647000000.0,5.868743248109471,0.039699340389630314,-16297500000.0,-5.868743248109471,0.039699340389630314,315.0,320.0,214.0,849.0,short,2018-02-01,50.398475646972656
2018-01-31,MANH,52.81999969482422,3568149460.0,194354000.0,121884000.0,18.359022505325335,0.034158883019434955,-3568149460.0,-18.359022505325335,0.034158883019434955,231.0,374.0,247.0,852.0,short,2018-02-01,52.619998931884766
2018-01-31,AKAM,66.99000000000059,11396070773.0,3272655000.0,286885000.0,3.4822096349905505,0.02517402758498997,-11396070773.0,-3.4822096349905505,0.02517402758498997,299.0,253.0,303.0,855.0,short,2018-02-01,67.56000000000061
2018-01-31,DCI,44.70509539434548,6590866000.0,881000000.0,235700000.0,7.481119182746879,0.03576161311730507,-6590866000.0,-7.481119182746879,0.03576161311730507,269.0,344.0,242.0,855.0,short,2018-02-01,44.334464915355646
2018-01-31,MGM,34.92047119140625,20588126400.0,6308543000.0,589224000.0,3.2635311196261956,0.028619602801739162,-20588126400.0,-3.2635311196261956,0.028619602801739162,330.0,243.0,285.0,858.0,short,2018-02-01,35.28453063964844
2018-01-31,CAR,42.74052031396549,3621777752.0,401000000.0,110000000.0,9.031864718204488,0.03037182497994427,-3621777752.0,-9.031864718204488,0.03037182497994427,232.0,354.0,273.0,859.0,short,2018-02-01,42.54088710075524
2018-01-31,CHD,44.20283399805499,11963365000.0,1953100000.0,448200000.0,6.125321284112436,0.03746437561672657,-11963365000.0,-6.125321284112436,0.03746437561672657,304.0,326.0,231.0,861.0,short,2018-02-01,43.87708128077147
2018-01-31,GMED,46.04000000000042,4458513600.0,935264000.0,107270000.0,4.767117733602491,0.024059587930829684,-4458513600.0,-4.767117733602491,0.024059587930829684,250.0,301.0,310.0,861.0,short,2018-02-01,46.32000000000043
2018-01-31,ALLE,77.59000558843341,8189061000.0,367200000.0,338500000.0,22.301364379084966,0.041335630544210133,-8189061000.0,-22.301364379084966,0.041335630544210133,283.0,375.0,205.0,863.0,short,2018-02-01,76.74301214686881
2018-01-31,LBRDK,89.46629333496094,17159746240.0,8470235000.0,18315000.0,2.025887857892963,0.0010673234757578793,-17159746240.0,-2.025887857892963,0.0010673234757578793,320.0,161.0,382.0,863.0,short,2018-02-01,88.98876190185547
2018-01-31,MRSH,73.37774658203125,42428160000.0,7046000000.0,1899000000.0,6.021595231336929,0.04475800977464024,-42428160000.0,-6.021595231336929,0.04475800977464024,357.0,323.0,184.0,864.0,short,2018-02-01,74.72196960449219
2018-01-31,QGEN,33.34918212890625,7654011599.0,2566596000.0,90845000.0,2.9821645475174123,0.011868939421501391,-7654011599.0,-2.9821645475174123,0.011868939421501391,277.0,232.0,355.0,864.0,short,2018-02-01,33.857032775878906
2018-01-31,CVON,10.020494607262949,520353650.0,5000000.0,297782.0,104.07073,0.0005722684947054758,-520353650.0,-104.07073,0.0005722684947054758,99.0,384.0,384.0,867.0,short,2018-02-01,10.020494607262949
2018-01-31,KMB,87.31800842285156,40996800000.0,259000000.0,2166000000.0,158.2888030888031,0.05283339187448777,-40996800000.0,-158.2888030888031,0.05283339187448777,355.0,385.0,127.0,867.0,short,2018-02-01,87.98968505859375
2018-01-31,TTC,58.18025588989258,7039321250.0,617092000.0,267717000.0,11.407247622720762,0.03803164971338678,-7039321250.0,-11.407247622720762,0.03803164971338678,275.0,366.0,227.0,868.0,short,2018-02-01,58.295440673828125
2018-01-31,DLTR,115.00000000000126,27278000000.0,6116500000.0,996000000.0,4.459740047412736,0.03651294083143926,-27278000000.0,-4.459740047412736,0.03651294083143926,340.0,291.0,238.0,869.0,short,2018-02-01,113.87000000000126
2018-01-31,NEOG,29.514999389648438,3044433676.0,520644000.0,51775000.0,5.847438318697613,0.01700644701448244,-3044433676.0,-5.847438318697613,0.01700644701448244,215.0,319.0,338.0,872.0,short,2018-02-01,29.59000015258789
2018-01-31,SHEN,20.36860466003418,1682116000.0,299345000.0,5611000.0,5.619322186774458,0.003335679584523303,-1682116000.0,-5.619322186774458,0.003335679584523303,176.0,317.0,379.0,872.0,short,2018-02-01,19.919300079345703
2018-01-31,SKY,21.193410873413086,926812899.0,30015000.0,8407000.0,30.878324137931035,0.00907087073245406,-926812899.0,-30.878324137931035,0.00907087073245406,130.0,381.0,365.0,876.0,short,2018-02-01,21.155033111572266
2018-01-31,TREX,27.897499084472656,3283823429.0,211575000.0,91098000.0,15.520848063334515,0.02774144285453906,-3283823429.0,-15.520848063334515,0.02774144285453906,221.0,373.0,290.0,884.0,short,2018-02-01,27.9950008392334
2018-01-31,YUMC,42.50232696533203,17906540000.0,2871000000.0,660000000.0,6.237039359108325,0.036858041810422335,-17906540000.0,-6.237039359108325,0.036858041810422335,322.0,329.0,235.0,886.0,short,2018-02-01,42.8321647644043
2018-01-31,PRLB,109.3499984741211,2939261077.0,429839000.0,46878000.0,6.838051170321911,0.015948906467283513,-2939261077.0,-6.838051170321911,0.015948906467283513,213.0,335.0,341.0,889.0,short,2018-02-01,110.69999694824219
2018-01-31,SW,26.418546676635742,15823279473.0,3008853804.0,489413020.0,5.258906049860042,0.03092993591089055,-15823279473.0,-5.258906049860042,0.03092993591089055,313.0,308.0,271.0,892.0,short,2018-02-01,27.22184181213379
2018-01-31,CHRW,75.77960399558636,12807326720.0,1354875000.0,474640000.0,9.452773665467294,0.0370600368349157,-12807326720.0,-9.452773665467294,0.0370600368349157,307.0,357.0,234.0,898.0,short,2018-02-01,76.21045238917597
