signal_date,execution_date,next_execution_date,actual_exit_date,ticker,side,weight,entry_price,exit_price,asset_return,weighted_return
2018-01-31,2018-02-01,2018-03-01,2018-03-01,DTST,long,0.05555555555555555,7.600000000000024,4.800000000000013,-0.3684210526315792,-0.020467836257309954
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BWEN,long,0.05555555555555555,2.430000000000021,2.260000000000019,-0.06995884773662575,-0.0038866026520347637
2018-01-31,2018-02-01,2018-03-01,2018-03-01,AMS,long,0.05555555555555555,2.700000000000021,2.600000000000022,-0.037037037037036424,-0.0020576131687242457
2018-01-31,2018-02-01,2018-03-01,2018-03-01,IMKTA,long,0.05555555555555555,30.411570098495687,29.86931327653141,-0.017830609212481918,-0.0009905894006934399
2018-01-31,2018-02-01,2018-03-01,2018-03-01,CRWS,long,0.05555555555555555,4.007739652003296,3.534603720864018,-0.11805555555555547,-0.006558641975308636
2018-01-31,2018-02-01,2018-03-01,2018-03-01,AVT,long,0.05555555555555555,35.0159406816896,35.01594068168959,-2.220446049250313e-16,-1.2335811384723961e-17
2018-01-31,2018-02-01,2018-03-01,2018-03-01,JRVR,long,0.05555555555555555,31.984758377075195,27.36240005493164,-0.14451753137071033,-0.00802875174281724
2018-01-31,2018-02-01,2018-03-01,2018-03-01,QCRH,long,0.05555555555555555,42.31156539916992,42.31156539916992,0.0,0.0
2018-01-31,2018-02-01,2018-03-01,2018-03-01,NMRK,long,0.05555555555555555,14.623165130615234,13.0081205368042,-0.11044425604069519,-0.006135792002260844
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BERY,short,-0.05555555555555555,47.42007921615497,43.2924027587887,-0.08704490851968172,0.0048358282510934285
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BLK,short,-0.05555555555555555,462.6741486083454,438.4348989041874,-0.05238946195084826,0.0029105256639360144
2018-01-31,2018-02-01,2018-03-01,2018-03-01,ALLE,short,-0.05555555555555555,76.74301214686881,73.94973590341111,-0.03639779264999399,0.0020220995916663325
2018-01-31,2018-02-01,2018-03-01,2018-03-01,DLTR,short,-0.05555555555555555,113.87000000000126,104.09000000000114,-0.08588741547378598,0.004771523081876999
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BALL,short,-0.05555555555555555,35.10858259836263,36.25189893889182,0.032565152333506875,-0.0018091751296392708
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BAX,short,-0.05555555555555555,60.86100063912676,57.83317673313445,-0.04974982130092942,0.0027638789611627453
2018-01-31,2018-02-01,2018-03-01,2018-03-01,ECL,short,-0.05555555555555555,127.12097943688426,118.14384622226429,-0.0706188172431218,0.003923267624617878
2018-01-31,2018-02-01,2018-03-01,2018-03-01,EA,short,-0.05555555555555555,124.61805957005927,118.775068947372,-0.04688718988921814,0.002604843882734341
2018-01-31,2018-02-01,2018-03-01,2018-03-01,CAT,short,-0.05555555555555555,136.5729719133638,126.46300277702566,-0.07402613412228798,0.004112563006793776
2018-02-28,2018-03-01,2018-04-02,2018-04-02,DTST,long,0.0625,4.800000000000013,3.2000000000000086,-0.33333333333333337,-0.020833333333333336
2018-02-28,2018-03-01,2018-04-02,2018-04-02,AMS,long,0.0625,2.600000000000022,2.5500000000000216,-0.019230769230769162,-0.0012019230769230727
2018-02-28,2018-03-01,2018-04-02,2018-04-02,IMKTA,long,0.0625,29.86931327653141,29.86931327653141,0.0,0.0
2018-02-28,2018-03-01,2018-04-02,2018-04-02,JRVR,long,0.0625,27.36240005493164,30.097082138061523,0.09994306338770897,0.006246441461731811
2018-02-28,2018-03-01,2018-04-02,2018-04-02,AVT,long,0.0625,35.01594068168959,33.318005688375536,-0.04849034354807247,-0.0030306464717545292
2018-02-28,2018-03-01,2018-04-02,2018-04-02,CRWS,long,0.0625,3.534603720864018,3.298646691216939,-0.06675628961014057,-0.004172268100633786
2018-02-28,2018-03-01,2018-04-02,2018-04-02,SMCI,long,0.0625,1.8049999475479126,1.6349999904632568,-0.0941828044458396,-0.005886425277864975
2018-02-28,2018-03-01,2018-04-02,2018-04-02,NMRK,long,0.0625,13.0081205368042,13.2889986038208,0.021592517245047516,0.0013495323278154697
2018-02-28,2018-03-01,2018-04-02,2018-04-02,DLTR,short,-0.0625,104.09000000000114,94.40000000000106,-0.09309251609184332,0.005818282255740208
2018-02-28,2018-03-01,2018-04-02,2018-04-02,BLK,short,-0.0625,438.4348989041874,427.0923954795906,-0.025870439266914902,0.0016169024541821814
2018-02-28,2018-03-01,2018-04-02,2018-04-02,ECL,short,-0.0625,118.14384622226429,123.3414592139605,0.0439939375421885,-0.002749621096386781
2018-02-28,2018-03-01,2018-04-02,2018-04-02,ALLE,short,-0.0625,73.94973590341111,75.18849484622545,0.016751363986375,-0.0010469602491484375
2018-02-28,2018-03-01,2018-04-02,2018-04-02,BALL,short,-0.0625,36.25189893889182,35.69205948692413,-0.015443037974683382,0.0009651898734177114
2018-02-28,2018-03-01,2018-04-02,2018-04-02,BAX,short,-0.0625,57.83317673313445,55.32134519955842,-0.043432363142813846,0.0027145226964258654
2018-02-28,2018-03-01,2018-04-02,2018-04-02,EA,short,-0.0625,118.775068947372,115.42093955498082,-0.02823933862650385,0.0017649586641564907
2018-02-28,2018-03-01,2018-04-02,2018-04-02,CAT,short,-0.0625,126.46300277702566,121.12601657183131,-0.04220195699926799,0.002637622312454249
2018-03-29,2018-04-02,2018-05-01,2018-05-01,DTST,long,0.0625,3.2000000000000086,6.40000000000002,1.0000000000000009,0.06250000000000006
2018-03-29,2018-04-02,2018-05-01,2018-05-01,AMS,long,0.0625,2.5500000000000216,2.3000000000000185,-0.09803921568627494,-0.006127450980392184
2018-03-29,2018-04-02,2018-05-01,2018-05-01,IMKTA,long,0.0625,29.86931327653141,31.240711171254308,0.04591327165865633,0.0028695794786660206
2018-03-29,2018-04-02,2018-05-01,2018-05-01,AVT,long,0.0625,33.318005688375536,32.588837695195444,-0.021885103208157952,-0.001367818950509872
2018-03-29,2018-04-02,2018-05-01,2018-05-01,CRWS,long,0.0625,3.298646691216939,3.3550338141437246,0.017094017094017255,0.0010683760683760785
2018-03-29,2018-04-02,2018-05-01,2018-05-01,BGS,long,0.0625,11.782888423415532,11.75732901251875,-0.002169197396963196,-0.00013557483731019976
2018-03-29,2018-04-02,2018-05-01,2018-05-01,SMCI,long,0.0625,1.6349999904632568,1.8250000476837158,0.11620798674538513,0.0072629991715865705
2018-03-29,2018-04-02,2018-05-01,2018-05-01,QCRH,long,0.0625,42.65416717529297,43.99760818481445,0.031496125665762875,0.0019685078541101797
2018-03-29,2018-04-02,2018-05-01,2018-05-01,BLK,short,-0.0625,427.0923954795906,426.2447940010862,-0.001984585741810374,0.00012403660886314838
2018-03-29,2018-04-02,2018-05-01,2018-05-01,PRGO,short,-0.0625,64.92605590820312,62.538909912109375,-0.036767149377883945,0.0022979468361177466
2018-03-29,2018-04-02,2018-05-01,2018-05-01,BALL,short,-0.0625,35.69205948692413,36.031634236478304,0.009514013885317585,-0.000594625867832349
2018-03-29,2018-04-02,2018-05-01,2018-05-01,ALLE,short,-0.0625,75.18849484622545,69.67852585821518,-0.073282075925036,0.00458012974531475
2018-03-29,2018-04-02,2018-05-01,2018-05-01,ECL,short,-0.0625,123.3414592139605,135.4574075849072,0.09823094722699155,-0.006139434201686972
2018-03-29,2018-04-02,2018-05-01,2018-05-01,BAX,short,-0.0625,55.32134519955842,61.18228544456922,0.10594355982973425,-0.00662147248935839
2018-03-29,2018-04-02,2018-05-01,2018-05-01,EA,short,-0.0625,115.42093955498082,116.5000942290545,0.00934973045822085,-0.0005843581536388032
2018-03-29,2018-04-02,2018-05-01,2018-05-01,CAT,short,-0.0625,121.12601657183131,122.190937037761,0.008791839243703414,-0.0005494899527314634
2018-04-30,2018-05-01,2018-06-01,2018-06-01,AMS,long,0.0625,2.3000000000000185,2.8000000000000225,0.21739130434782616,0.013586956521739135
2018-04-30,2018-05-01,2018-06-01,2018-06-01,IMKTA,long,0.0625,31.240711171254308,26.155014003840808,-0.1627906976744189,-0.01017441860465118
2018-04-30,2018-05-01,2018-06-01,2018-06-01,CRWS,long,0.0625,3.3550338141437246,3.270453129753546,-0.02521008403361369,-0.0015756302521008556
2018-04-30,2018-05-01,2018-06-01,2018-06-01,AVT,long,0.0625,32.588837695195444,32.00881770062041,-0.017798118484616765,-0.0011123824052885478
2018-04-30,2018-05-01,2018-06-01,2018-06-01,BGS,long,0.0625,11.75732901251875,14.46662656757742,0.23043478260869565,0.014402173913043478
