signal_date,ticker,adj_close_t,market_cap,book_equity,ttm_net_income,pb,ep,size_signal,pb_signal,ep_signal,rank_size,rank_pb,rank_ep,ff3_score
2018-01-31,GCP,33.400000000000226,2401460000.0,570600000.0,641000000.0,4.208657553452506,0.2669209564181789,-2401460000.0,-4.208657553452506,0.2669209564181789,22.0,38.0,1.0,61.0
2018-01-31,ALL,82.19682152942939,34974457000.0,22119000000.0,2780000000.0,1.581195216781952,0.07948658073519198,-34974457000.0,-1.581195216781952,0.07948658073519198,39.0,15.0,9.0,63.0
2018-01-31,LGL,2.175715923309326,27098314.0,14089000.0,374000.0,1.9233667400099368,0.013801596660220263,-27098314.0,-1.9233667400099368,0.013801596660220263,3.0,18.0,43.0,64.0
2018-01-31,SIGI,51.653377532958984,3444941406.0,1699352000.0,177944000.0,2.0272088454893393,0.05165370873654854,-3444941406.0,-2.0272088454893393,0.05165370873654854,25.0,22.0,21.0,68.0
2018-01-31,DXPE,34.20999999999971,593690603.0,261298000.0,17615000.0,2.2720824614042203,0.02967033655407209,-593690603.0,-2.2720824614042203,0.02967033655407209,9.0,26.0,37.0,72.0
2018-01-31,KN,15.239999771118164,1367307166.0,1036900000.0,2100000.0,1.3186490172629954,0.00153586557009239,-1367307166.0,-1.3186490172629954,0.00153586557009239,20.0,5.0,48.0,73.0
2018-01-31,BGS,16.55246646325686,2195094000.0,791389000.0,101123000.0,2.7737231626924306,0.04606773104021969,-2195094000.0,-2.7737231626924306,0.04606773104021969,21.0,29.0,24.0,74.0
2018-01-31,WSM,21.421113967895508,4273006080.0,1172174000.0,308412000.0,3.6453684179993755,0.07217682217760851,-4273006080.0,-3.6453684179993755,0.07217682217760851,29.0,34.0,11.0,74.0
2018-01-31,MGRC,40.234371185302734,1150402600.0,412782000.0,45930000.0,2.7869495278379386,0.03992515315942436,-1150402600.0,-2.7869495278379386,0.03992515315942436,18.0,30.0,27.0,75.0
2018-01-31,TTE,35.89275360107422,147605938000.0,109801000000.0,8158000000.0,1.3443041320206555,0.05526877922756739,-147605938000.0,-1.3443041320206555,0.05526877922756739,48.0,7.0,20.0,75.0
2018-01-31,RTX,71.76721954345703,64306000000.0,29881000000.0,5166000000.0,2.1520698771794784,0.08033464995490312,-64306000000.0,-2.1520698771794784,0.08033464995490312,44.0,24.0,8.0,76.0
2018-01-31,EBAY,36.12402427294669,40985800000.0,11283000000.0,7520000000.0,3.632526810245502,0.18347818024779314,-40985800000.0,-3.632526810245502,0.18347818024779314,43.0,33.0,2.0,78.0
2018-01-31,RDIB,27.65999984741211,635273775.0,170600000.0,23969000.0,3.7237618698710433,0.037730189633595375,-635273775.0,-3.7237618698710433,0.037730189633595375,11.0,35.0,32.0,78.0
2018-01-31,USB,41.26215362548828,94395280000.0,48723000000.0,6014000000.0,1.9373864499312439,0.06371081265927703,-94395280000.0,-1.9373864499312439,0.06371081265927703,46.0,19.0,13.0,78.0
2018-01-31,TSN,60.77043914794922,27856260000.0,10541000000.0,1774000000.0,2.6426581918224077,0.06368406957717943,-27856260000.0,-2.6426581918224077,0.06368406957717943,38.0,27.0,14.0,79.0
2018-01-31,SEE,40.832645416259766,7826955000.0,760600000.0,1013900000.0,10.290500920326059,0.12953952079704048,-7826955000.0,-10.290500920326059,0.12953952079704048,33.0,46.0,3.0,82.0
2018-01-31,AAON,15.154061551206834,1272570801.0,230298000.0,50148000.0,5.525757066930672,0.03940684475912315,-1272570801.0,-5.525757066930672,0.03940684475912315,19.0,41.0,28.0,88.0
2018-01-31,SPSC,26.299999237060547,899091800.0,285173000.0,8465000.0,3.1527942687421318,0.009415056393574048,-899091800.0,-3.1527942687421318,0.009415056393574048,14.0,32.0,46.0,92.0
2018-01-31,HLF,20.74750000000013,6029223500.0,219000000.0,376700000.0,27.530700913242008,0.0624790240401604,-6029223500.0,-27.530700913242008,0.0624790240401604,31.0,48.0,15.0,94.0
2018-01-31,BEN,27.413833125622705,23113450000.0,11758100000.0,673200000.0,1.9657470169500175,0.029125898556900853,-23113450000.0,-1.9657470169500175,0.029125898556900853,36.0,21.0,38.0,95.0
2018-01-31,CBRL,128.8525177530214,4236157269.0,547702000.0,199924000.0,7.734419938214576,0.04719465952386481,-4236157269.0,-7.734419938214576,0.04719465952386481,28.0,44.0,23.0,95.0
2018-01-31,LIVN,85.55000305175781,4134118200.0,1914426000.0,56799000.0,2.159455732423191,0.013739084673486114,-4134118200.0,-2.159455732423191,0.013739084673486114,27.0,25.0,44.0,96.0
2018-01-31,DECK,2.381666666666648,2671229700.0,968826000.0,32761000.0,2.7571820946176095,0.012264388944163058,-2671229700.0,-2.7571820946176095,0.012264388944163058,24.0,28.0,45.0,97.0
2018-01-31,BERY,47.62164303466756,7771647000.0,1015000000.0,340000000.0,7.656795073891626,0.04374877037003868,-7771647000.0,-7.656795073891626,0.04374877037003868,32.0,43.0,25.0,100.0
2018-01-31,BLK,459.8990369400881,90954075050.0,30042000000.0,3508000000.0,3.0275639121896014,0.038568915115365136,-90954075050.0,-3.0275639121896014,0.038568915115365136,45.0,31.0,30.0,106.0
2018-01-31,ALLE,77.59000558843341,8189061000.0,367200000.0,338500000.0,22.301364379084966,0.041335630544210133,-8189061000.0,-22.301364379084966,0.041335630544210133,34.0,47.0,26.0,107.0
2018-01-31,DLTR,115.00000000000126,27278000000.0,6116500000.0,996000000.0,4.459740047412736,0.03651294083143926,-27278000000.0,-4.459740047412736,0.03651294083143926,37.0,39.0,33.0,109.0
2018-01-31,BALL,35.04449913599274,13406230200.0,3529000000.0,268000000.0,3.7988750920940775,0.019990705515410292,-13406230200.0,-3.7988750920940775,0.019990705515410292,35.0,36.0,42.0,113.0
2018-01-31,BAX,62.67073446799572,38824170000.0,9466000000.0,1031000000.0,4.101433551658568,0.026555622438290374,-38824170000.0,-4.101433551658568,0.026555622438290374,40.0,37.0,40.0,117.0
2018-01-31,ECL,126.37747453874088,39734448000.0,7222300000.0,1307800000.0,5.501633551638674,0.032913506184860046,-39734448000.0,-5.501633551638674,0.032913506184860046,42.0,40.0,35.0,117.0
2018-01-31,EA,123.43196163999627,38976720000.0,4388000000.0,1187000000.0,8.88257064721969,0.030454076176753712,-38976720000.0,-8.88257064721969,0.030454076176753712,41.0,45.0,36.0,122.0
2018-01-31,CAT,137.02754171632986,97342440000.0,15627000000.0,882000000.0,6.229118832789403,0.009060796092639552,-97342440000.0,-6.229118832789403,0.009060796092639552,47.0,42.0,47.0,136.0
2018-02-28,DTST,4.800000000000013,384418.2,2084841.0,47828.0,0.18438729859974934,0.12441658589525678,-384418.2,-0.18438729859974934,0.12441658589525678,1.0,1.0,4.0,6.0
2018-02-28,AMS,2.550000000000021,14835899.0,22273000.0,957000.0,0.6660934315090019,0.06450569662141808,-14835899.0,-0.6660934315090019,0.06450569662141808,2.0,2.0,14.0,18.0
2018-02-28,IMKTA,29.10111611208205,652364787.0,552948515.0,85196435.0,1.179792999353656,0.1305963116001232,-652364787.0,-1.179792999353656,0.1305963116001232,10.0,6.0,2.0,18.0
2018-02-28,JRVR,27.64125633239746,973590907.0,720969000.0,69014000.0,1.350392190232867,0.07088603591487734,-973590907.0,-1.350392190232867,0.07088603591487734,13.0,9.0,12.0,34.0
2018-02-28,AVT,35.23045869717591,5104655576.0,5248544000.0,458244000.0,0.9725850780711756,0.0897698176062016,-5104655576.0,-0.9725850780711756,0.0897698176062016,27.0,3.0,9.0,39.0
2018-02-28,CRWS,3.61809829694742,65559000.0,38745000.0,3383000.0,1.692063492063492,0.05160237343461615,-65559000.0,-1.692063492063492,0.05160237343461615,4.0,14.0,21.0,39.0
2018-02-28,SMCI,1.809999942779541,894592500.0,776860000.0,43522000.0,1.151549185181371,0.048650083697325874,-894592500.0,-1.151549185181371,0.048650083697325874,12.0,5.0,23.0,40.0
2018-02-28,NMRK,12.806243896484375,2271575460.0,1270720000.0,243116000.0,1.787628635734072,0.10702528015512194,-2271575460.0,-1.787628635734072,0.10702528015512194,20.0,15.0,6.0,41.0
2018-02-28,MGRC,42.608009338378906,1218271540.0,524184000.0,153920000.0,2.3241295804526656,0.12634293336607041,-1218271540.0,-2.3241295804526656,0.12634293336607041,15.0,26.0,3.0,44.0
2018-02-28,QCRH,41.784454345703125,605545619.0,313039000.0,34334247.0,1.9344095112749529,0.0566996868984036,-605545619.0,-1.9344095112749529,0.0566996868984036,8.0,20.0,18.0,46.0
2018-02-28,HDNG,18.35000000000001,237467350.0,178926000.0,5845000.0,1.327181907604261,0.024613910080691092,-237467350.0,-1.327181907604261,0.024613910080691092,5.0,8.0,37.0,50.0
2018-02-28,MSBI,21.051254272460938,655269486.0,450689000.0,25648000.0,1.4539282875774646,0.0391411481046746,-655269486.0,-1.4539282875774646,0.0391411481046746,11.0,11.0,29.0,51.0
2018-02-28,FRBA,12.293014899613649,241367163.0,163250000.0,6993000.0,1.4785124839203676,0.028972458030672547,-241367163.0,-1.4785124839203676,0.028972458030672547,6.0,12.0,34.0,52.0
2018-02-28,GCP,30.750000000000203,2210925000.0,570600000.0,641000000.0,3.874737118822292,0.28992390062982687,-2210925000.0,-3.874737118822292,0.28992390062982687,19.0,32.0,1.0,52.0
2018-02-28,ALL,76.77917135066475,32669266000.0,22551000000.0,3189000000.0,1.4486836947363753,0.0976146816399242,-32669266000.0,-1.4486836947363753,0.0976146816399242,35.0,10.0,8.0,53.0
2018-02-28,FHB,19.91700742662915,3879511790.0,2581858000.0,228550000.0,1.5026046320130697,0.05891205192084234,-3879511790.0,-1.5026046320130697,0.05891205192084234,24.0,13.0,17.0,54.0
2018-02-28,ICFI,54.22669716756177,1064190000.0,584786000.0,48479000.0,1.8197939075148857,0.045554835132824024,-1064190000.0,-1.8197939075148857,0.045554835132824024,14.0,18.0,24.0,56.0
2018-02-28,LGL,2.0361990928649902,25360641.0,14089000.0,374000.0,1.8000313010149762,0.014747261317251405,-25360641.0,-1.8000313010149762,0.014747261317251405,3.0,17.0,40.0,60.0
2018-02-28,DXPE,29.73999999999974,516116882.0,261298000.0,17615000.0,1.9752041041263233,0.03412986595544069,-516116882.0,-1.9752041041263233,0.03412986595544069,7.0,22.0,32.0,61.0
2018-02-28,KN,14.4399995803833,1295532511.0,1132100000.0,6000000.0,1.1443622568677678,0.004631300217521134,-1295532511.0,-1.1443622568677678,0.004631300217521134,17.0,4.0,43.0,64.0
2018-02-28,BGS,13.89404003127924,1842548600.0,791389000.0,101123000.0,2.328246412320616,0.05488213445224729,-1842548600.0,-2.328246412320616,0.05488213445224729,18.0,27.0,20.0,65.0
2018-02-28,SIGI,50.57062530517578,3362144531.0,1712957000.0,168826000.0,1.962772288504615,0.050213784221163814,-3362144531.0,-1.962772288504615,0.050213784221163814,22.0,21.0,22.0,65.0
2018-02-28,TSN,59.6290283203125,27223080000.0,11955000000.0,2812000000.0,2.277129234629862,0.10329470434645896,-27223080000.0,-2.277129234629862,0.10329470434645896,34.0,25.0,7.0,66.0
2018-02-28,WSM,21.64272117614746,4316369920.0,1172174000.0,308412000.0,3.682362789142226,0.07145170727165108,-4316369920.0,-3.682362789142226,0.07145170727165108,25.0,30.0,11.0,66.0
2018-02-28,TTE,35.045806884765625,144122987000.0,109801000000.0,8158000000.0,1.3125835557053214,0.0566044332678173,-144122987000.0,-1.3125835557053214,0.0566044332678173,43.0,7.0,19.0,69.0
2018-02-28,RDIB,27.65999984741211,635273775.0,170600000.0,23969000.0,3.7237618698710433,0.037730189633595375,-635273775.0,-3.7237618698710433,0.037730189633595375,9.0,31.0,30.0,70.0
2018-02-28,RTX,70.45602416992188,62781300000.0,29610000000.0,4552000000.0,2.120273556231003,0.07250566649623374,-62781300000.0,-2.120273556231003,0.07250566649623374,39.0,23.0,10.0,72.0
2018-02-28,USB,39.25465393066406,89802720000.0,49040000000.0,6218000000.0,1.8312137030995106,0.06924066442530917,-89802720000.0,-1.8312137030995106,0.06924066442530917,41.0,19.0,13.0,73.0
2018-02-28,CBRL,113.9725635836732,3746963677.0,615625000.0,238336000.0,6.0864384601015225,0.06360776899519434,-3746963677.0,-6.0864384601015225,0.06360776899519434,23.0,38.0,15.0,76.0
2018-02-28,SEE,36.53812026977539,7003761000.0,152300000.0,809300000.0,45.98661195009849,0.11555220116734423,-7003761000.0,-45.98661195009849,0.11555220116734423,28.0,43.0,5.0,76.0
2018-02-28,AAON,15.297672352886996,1284630599.0,237226000.0,54498000.0,5.415218395116892,0.04242309037510323,-1284630599.0,-5.415218395116892,0.04242309037510323,16.0,37.0,25.0,78.0
2018-02-28,BEN,24.996296320863703,21075150000.0,11758100000.0,673200000.0,1.7923941793316946,0.03194283314709504,-21075150000.0,-1.7923941793316946,0.03194283314709504,32.0,16.0,33.0,81.0
2018-02-28,BERY,43.76563955007909,7142720000.0,1171000000.0,452000000.0,6.099675491033305,0.06328121499932798,-7142720000.0,-6.099675491033305,0.06328121499932798,29.0,39.0,16.0,84.0
2018-02-28,DECK,2.6266666666666474,2946016800.0,1032869000.0,78075000.0,2.852265679384317,0.02650188552896236,-2946016800.0,-2.852265679384317,0.02650188552896236,21.0,28.0,35.0,84.0
2018-02-28,LIVN,89.73999786376953,4336595760.0,1914426000.0,56799000.0,2.2652198413519247,0.013097600777989046,-4336595760.0,-2.2652198413519247,0.013097600777989046,26.0,24.0,41.0,91.0
2018-02-28,DLTR,102.64000000000112,24377000000.0,6116500000.0,996000000.0,3.9854491948009483,0.040858185994995286,-24377000000.0,-3.9854491948009483,0.040858185994995286,33.0,34.0,26.0,93.0
2018-02-28,BLK,449.7727445104889,88951401664.0,30042000000.0,3508000000.0,2.9609014600892083,0.03943726500511955,-88951401664.0,-2.9609014600892083,0.03943726500511955,40.0,29.0,28.0,97.0
2018-02-28,ECL,119.74100489235003,37647870000.0,7618500000.0,1504100000.0,4.941638117739712,0.039951795413658196,-37647870000.0,-4.941638117739712,0.039951795413658196,37.0,36.0,27.0,100.0
2018-02-28,ALLE,75.78789188297684,7998861000.0,401600000.0,273300000.0,19.917482569721116,0.03416736457853187,-7998861000.0,-19.917482569721116,0.03416736457853187,30.0,42.0,31.0,103.0
2018-02-28,BALL,36.66489525591717,13991089250.0,3529000000.0,268000000.0,3.964604491357325,0.019155048989484502,-13991089250.0,-3.964604491357325,0.019155048989484502,31.0,33.0,39.0,103.0
2018-02-28,BAX,58.98166166299361,36538810000.0,9124000000.0,717000000.0,4.004692021043402,0.01962297075356313,-36538810000.0,-4.004692021043402,0.01962297075356313,36.0,35.0,38.0,109.0
2018-02-28,EA,120.26255241704116,37975900000.0,4086000000.0,1002000000.0,9.294150758688204,0.026385154795541384,-37975900000.0,-9.294150758688204,0.026385154795541384,38.0,41.0,36.0,115.0
2018-02-28,CAT,130.1669048752678,92468740000.0,13697000000.0,754000000.0,6.751021391545594,0.00815410699875439,-92468740000.0,-6.751021391545594,0.00815410699875439,42.0,40.0,42.0,124.0
2018-03-29,DTST,3.600000000000009,288313.65,2084841.0,47828.0,0.138290473949812,0.1658887811936757,-288313.65,-0.138290473949812,0.1658887811936757,1.0,1.0,2.0,4.0
2018-03-29,AMS,2.5500000000000216,14835899.0,29885000.0,1923000.0,0.4964329596787686,0.12961802988817867,-14835899.0,-0.4964329596787686,0.12961802988817867,2.0,2.0,4.0,8.0
2018-03-29,IMKTA,30.592322372483768,685793417.0,552948515.0,85196435.0,1.240248229982135,0.1242304648719018,-685793417.0,-1.240248229982135,0.1242304648719018,11.0,7.0,5.0,23.0
2018-03-29,AVT,34.602335676363154,4992281425.0,5248544000.0,458244000.0,0.9511745400248145,0.09179049836919,-4992281425.0,-0.9511745400248145,0.09179049836919,26.0,3.0,10.0,39.0
2018-03-29,CRWS,3.3268402526803325,59507400.0,38745000.0,3383000.0,1.5358730158730158,0.05685007242796694,-59507400.0,-1.5358730158730158,0.05685007242796694,4.0,14.0,21.0,39.0
2018-03-29,BGS,12.11516076507367,1576476600.0,880819000.0,217463000.0,1.7897849614960621,0.13794242172703355,-1576476600.0,-1.7897849614960621,0.13794242172703355,18.0,20.0,3.0,41.0
2018-03-29,SMCI,1.7000000476837158,840225000.0,776860000.0,43522000.0,1.0815655330432767,0.05179803028950579,-840225000.0,-1.0815655330432767,0.05179803028950579,12.0,6.0,23.0,41.0
2018-03-29,QCRH,43.038002014160156,622906445.0,353287000.0,35706507.0,1.7631739775310158,0.05732242343390748,-622906445.0,-1.7631739775310158,0.05732242343390748,7.0,18.0,20.0,45.0
2018-03-29,MGRC,45.192115783691406,1292157230.0,524184000.0,153920000.0,2.4650833104406087,0.119118630787679,-1292157230.0,-2.4650833104406087,0.119118630787679,16.0,25.0,6.0,47.0
2018-03-29,HDNG,18.320000000000007,237079120.0,178926000.0,5845000.0,1.3250121279188045,0.02465421670200227,-237079120.0,-1.3250121279188045,0.02465421670200227,5.0,9.0,37.0,51.0
2018-03-29,LGL,2.1078429222106934,26252959.0,24928000.0,117000.0,1.0531514361360719,0.004456640487649411,-26252959.0,-1.0531514361360719,0.004456640487649411,3.0,5.0,43.0,51.0
2018-03-29,ICFI,55.74060178945216,1091261500.0,616030000.0,62876000.0,1.7714421375582359,0.05761772040890291,-1091261500.0,-1.7714421375582359,0.05761772040890291,14.0,19.0,19.0,52.0
2018-03-29,JRVR,30.233461380004883,1055740430.0,694699000.0,43566000.0,1.5197091546122854,0.04126582516120937,-1055740430.0,-1.5197091546122854,0.04126582516120937,13.0,12.0,27.0,52.0
2018-03-29,FRBA,12.781185166385308,250952140.0,163250000.0,6993000.0,1.5372259724349158,0.027865871157743465,-250952140.0,-1.5372259724349158,0.027865871157743465,6.0,15.0,32.0,53.0
2018-03-29,GCP,29.05000000000019,2088695000.0,490200000.0,553400000.0,4.260903712770298,0.26495012435994725,-2088695000.0,-4.260903712770298,0.26495012435994725,19.0,34.0,1.0,54.0
2018-03-29,ALL,79.28911450362884,33568680000.0,22551000000.0,3189000000.0,1.4885672475721698,0.09499926717404437,-33568680000.0,-1.4885672475721698,0.09499926717404437,35.0,11.0,9.0,55.0
2018-03-29,MSBI,21.192270278930664,659658851.0,449545000.0,16056000.0,1.4673922543905504,0.024339853813316,-659658851.0,-1.4673922543905504,0.024339853813316,9.0,10.0,38.0,57.0
2018-03-29,KN,12.59000015258789,1129553623.0,1132100000.0,6000000.0,0.9977507490504373,0.005311832814155827,-1129553623.0,-0.9977507490504373,0.005311832814155827,15.0,4.0,42.0,61.0
2018-03-29,FHB,19.94567530345769,3885095830.0,2532551000.0,183682000.0,1.5340642024583118,0.047278627873639865,-3885095830.0,-1.5340642024583118,0.047278627873639865,24.0,13.0,25.0,62.0
2018-03-29,RDIB,27.65999984741211,635273775.0,176910000.0,30997000.0,3.590943276242157,0.048793136470964824,-635273775.0,-3.590943276242157,0.048793136470964824,8.0,31.0,24.0,63.0
2018-03-29,TSN,58.67502975463867,26787540000.0,11955000000.0,2812000000.0,2.240697616060226,0.10497417829334085,-26787540000.0,-2.240697616060226,0.10497417829334085,34.0,24.0,8.0,66.0
2018-03-29,TTE,36.13833236694336,146665287000.0,111556000000.0,8631000000.0,1.3147234303847395,0.05884828084780552,-146665287000.0,-1.3147234303847395,0.05884828084780552,43.0,8.0,18.0,69.0
2018-03-29,USB,36.687984466552734,83426000000.0,49040000000.0,6218000000.0,1.7011827079934747,0.07453311917148131,-83426000000.0,-1.7011827079934747,0.07453311917148131,40.0,17.0,13.0,70.0
2018-03-29,SIGI,53.995384216308594,3589835937.0,1712957000.0,168826000.0,2.0956953017501316,0.047028890167355855,-3589835937.0,-2.0956953017501316,0.047028890167355855,22.0,23.0,26.0,71.0
2018-03-29,WSM,22.060863494873047,4399761920.0,1172174000.0,308412000.0,3.7535058105707857,0.07009742927180933,-4399761920.0,-3.7535058105707857,0.07009742927180933,25.0,32.0,14.0,71.0
2018-03-29,DXPE,38.94999999999966,675949985.0,267979000.0,16888000.0,2.5223990872419106,0.024984097011260382,-675949985.0,-2.5223990872419106,0.024984097011260382,10.0,26.0,36.0,72.0
2018-03-29,RTX,65.79170227050781,58625899999.0,29610000000.0,4552000000.0,1.9799358324552516,0.07764486344904974,-58625899999.0,-1.9799358324552516,0.07764486344904974,39.0,22.0,11.0,72.0
2018-03-29,DLTR,94.90000000000109,22538750000.0,7182300000.0,1714300000.0,3.138096431505228,0.07606011868448782,-22538750000.0,-3.138096431505228,0.07606011868448782,33.0,29.0,12.0,74.0
2018-03-29,CBRL,116.2359520981472,3821374871.0,615625000.0,238336000.0,6.207309435126904,0.062369175505053456,-3821374871.0,-6.207309435126904,0.062369175505053456,23.0,38.0,16.0,77.0
2018-03-29,SEE,37.04018020629883,7073187000.0,152300000.0,809300000.0,46.44246224556796,0.11441801270063975,-7073187000.0,-46.44246224556796,0.11441801270063975,27.0,43.0,7.0,77.0
2018-03-29,BEN,24.38876539567132,18900600000.0,11758100000.0,673200000.0,1.6074535851880831,0.035617916891527254,-18900600000.0,-1.6074535851880831,0.035617916891527254,32.0,16.0,30.0,78.0
2018-03-29,NMRK,13.332887649536133,2364991860.0,243414000.0,144492000.0,9.715923734871454,0.06109619337125329,-2364991860.0,-9.715923734871454,0.06109619337125329,20.0,41.0,17.0,78.0
2018-03-29,BERY,44.09865803283903,7196553000.0,1171000000.0,452000000.0,6.14564730999146,0.06280784703454556,-7196553000.0,-6.14564730999146,0.06280784703454556,28.0,37.0,15.0,80.0
2018-03-29,AAON,16.234264537757632,1363281452.0,237226000.0,54498000.0,5.746762378491397,0.0399756043919242,-1363281452.0,-5.746762378491397,0.0399756043919242,17.0,36.0,28.0,81.0
2018-03-29,DECK,2.5016666666666487,2805819300.0,1032869000.0,78075000.0,2.716529685758794,0.02782609699776461,-2805819300.0,-2.716529685758794,0.02782609699776461,21.0,27.0,33.0,81.0
2018-03-29,BLK,445.7890028501037,87703171122.0,31825000000.0,4961000000.0,2.7557948506520034,0.056565799577520094,-87703171122.0,-2.7557948506520034,0.056565799577520094,41.0,28.0,22.0,91.0
2018-03-29,PRGO,66.76051330566406,11734272000.0,6170500000.0,119700000.0,1.9016727979904384,0.010200888474376595,-11734272000.0,-1.9016727979904384,0.010200888474376595,30.0,21.0,40.0,91.0
2018-03-29,BALL,36.44463055350366,13907037650.0,3941000000.0,374000000.0,3.5288093504186753,0.02689285881094886,-13907037650.0,-3.5288093504186753,0.02689285881094886,31.0,30.0,35.0,96.0
2018-03-29,ALLE,77.04020573563875,8111079000.0,401600000.0,273300000.0,20.19690986055777,0.033694653941849166,-8111079000.0,-20.19690986055777,0.033694653941849166,29.0,42.0,31.0,102.0
2018-03-29,ECL,126.19552000042968,39558402000.0,7618500000.0,1504100000.0,5.192413467217956,0.038022263892257324,-39558402000.0,-5.192413467217956,0.038022263892257324,38.0,35.0,29.0,102.0
2018-03-29,BAX,56.72552879992559,35056560000.0,9124000000.0,717000000.0,3.84223586146427,0.02045266278265751,-35056560000.0,-3.84223586146427,0.02045266278265751,36.0,33.0,39.0,108.0
2018-03-29,EA,117.87091232855352,37220680000.0,4086000000.0,1002000000.0,9.109319627998042,0.026920518378492818,-37220680000.0,-9.109319627998042,0.026920518378492818,37.0,40.0,34.0,111.0
2018-03-29,CAT,124.06388437248243,88133240000.0,13697000000.0,754000000.0,6.434492224574725,0.008555228424598937,-88133240000.0,-6.434492224574725,0.008555228424598937,42.0,39.0,41.0,122.0
2018-04-30,AMS,2.350000000000019,13709900.0,29885000.0,1923000.0,0.4587552283754392,0.14026360513205785,-13709900.0,-0.4587552283754392,0.14026360513205785,1.0,1.0,3.0,5.0
2018-04-30,IMKTA,31.104487139984304,693897328.0,552948515.0,85196435.0,1.2549040447282873,0.12277959802145254,-693897328.0,-1.2549040447282873,0.12277959802145254,9.0,6.0,4.0,19.0
2018-04-30,CRWS,3.326840252680332,59413000.0,38745000.0,3383000.0,1.5334365724609627,0.05694040024910373,-59413000.0,-1.5334365724609627,0.05694040024910373,3.0,12.0,18.0,33.0
2018-04-30,AVT,32.50597769597044,4587870040.0,5248544000.0,458244000.0,0.8741224309065524,0.0998816435523967,-4587870040.0,-0.8741224309065524,0.0998816435523967,26.0,2.0,8.0,36.0
2018-04-30,BGS,11.629531958034852,1499959620.0,880819000.0,217463000.0,1.7029146964359307,0.14497923617437114,-1499959620.0,-1.7029146964359307,0.14497923617437114,18.0,16.0,2.0,36.0
2018-04-30,HDNG,18.34,237079120.0,185636000.0,9712000.0,1.2771182313775344,0.040965227135987346,-237079120.0,-1.2771182313775344,0.040965227135987346,4.0,7.0,26.0,37.0
