signal_date,execution_date,next_execution_date,actual_exit_date,ticker,side,weight,entry_price,exit_price,asset_return,weighted_return
2018-01-31,2018-02-01,2018-03-01,2018-03-01,ALT,long,0.021739130434782608,1467.0000000000057,1422.000000000006,-0.030674846625766583,-0.000666844491864491
2018-01-31,2018-02-01,2018-03-01,2018-03-01,DTST,long,0.021739130434782608,7.600000000000024,4.800000000000013,-0.3684210526315792,-0.008009153318077809
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BWEN,long,0.021739130434782608,2.430000000000021,2.260000000000019,-0.06995884773662575,-0.0015208445160136033
2018-01-31,2018-02-01,2018-03-01,2018-03-01,WLFC,long,0.021739130434782608,26.739887237548828,26.477638244628906,-0.00980740833310867,-0.00021320452898062323
2018-01-31,2018-02-01,2018-03-01,2018-03-01,SBFG,long,0.021739130434782608,14.170259475708008,13.853732109069824,-0.02233744323318887,-0.000485596592025845
2018-01-31,2018-02-01,2018-03-01,2018-03-01,AMS,long,0.021739130434782608,2.700000000000021,2.600000000000022,-0.037037037037036424,-0.0008051529790660092
2018-01-31,2018-02-01,2018-03-01,2018-03-01,PFSI,long,0.021739130434782608,20.583436965942383,21.216773986816406,0.030769255004494678,0.0006688968479237974
2018-01-31,2018-02-01,2018-03-01,2018-03-01,HWBK,long,0.021739130434782608,10.92533026670358,11.748020798834878,0.07530120481927738,0.0016369827134625516
2018-01-31,2018-02-01,2018-03-01,2018-03-01,LCNB,long,0.021739130434782608,13.191278457641602,12.793118476867676,-0.03018357788840964,-0.0006561647367045574
2018-01-31,2018-02-01,2018-03-01,2018-03-01,BNED,long,0.021739130434782608,67099.99999999919,73499.99999999913,0.0953800298062597,0.0020734789088317327
2018-01-31,2018-02-01,2018-03-01,2018-03-01,IMKTA,long,0.021739130434782608,30.411570098495687,29.86931327653141,-0.017830609212481918,-0.0003876219394017808
2018-01-31,2018-02-01,2018-03-01,2018-03-01,CRWS,long,0.021739130434782608,4.007739652003296,3.534603720864018,-0.11805555555555547,-0.002566425120772945
2018-01-31,2018-02-01,2018-03-01,2018-03-01,KELYB,long,0.021739130434782608,24.195701599121094,26.05536460876465,0.07685923063752398,0.0016708528399461734
2018-01-31,2018-02-01,2018-03-01,2018-03-01,GBDC,long,0.021739130434782608,8.551252972848522,8.3689135163471,-0.021323127392018026,-0.0004635462476525658
2018-01-31,2018-02-01,2018-03-01,2018-03-01,ACNB,long,0.021739130434782608,23.46022654314133,21.873260016372257,-0.06764497878359277,-0.0014705430170346254
2018-01-31,2018-02-01,2018-03-01,2018-03-01,AVT,long,0.021739130434782608,35.0159406816896,35.01594068168959,-2.220446049250313e-16,-4.827056628805028e-18
2018-01-31,2018-02-01,2018-03-01,2018-03-01,IEP,long,0.021739130434782608,15.937284214891292,15.30521830475178,-0.03965957446808477,-0.0008621646623496688
2018-01-31,2018-02-01,2018-03-01,2018-03-01,GPI,long,0.021739130434782608,71.91719825831565,63.02124291295216,-0.12369719011314328,-0.0026890693502857237
2018-01-31,2018-02-01,2018-03-01,2018-03-01,IBN,long,0.021739130434782608,10.364916842761303,9.028438696987818,-0.12894248608534287,-0.00280309752359441
2018-01-31,2018-02-01,2018-03-01,2018-03-01,NPK,long,0.021739130434782608,65.76670837402344,63.0898323059082,-0.04070260066676146,-0.0008848391449295969
2018-01-31,2018-02-01,2018-03-01,2018-03-01,FFIC,long,0.021739130434782608,19.166239574858587,18.009310249509483,-0.060362875087229484,-0.0013122364149397714
2018-01-31,2018-02-01,2018-03-01,2018-03-01,TRN,long,0.021739130434782608,18.640914916992188,17.798295974731445,-0.045202660170539755,-0.0009826665254465165
2018-01-31,2018-02-01,2018-03-01,2018-03-01,JRVR,long,0.021739130434782608,31.984760284423828,27.362394332885742,-0.14451776128486793,-0.0031416904627145203
2018-01-31,2018-02-01,2018-03-01,2018-03-01,CBRL,short,-0.021739130434782608,128.42904506321662,114.1550949154856,-0.11114269471290505,0.002416145537237066
2018-01-31,2018-02-01,2018-03-01,2018-03-01,SGLY,short,-0.021739130434782608,118.0,94.5,-0.19915254237288138,0.004329403095062638
2018-01-31,2018-02-01,2018-03-01,2018-03-01,SHLM,short,-0.021739130434782608,38.7337532043457,42.943946838378906,0.10869573139018307,-0.002362950682395284
